x_coor,y_coor,price,bedrooms,bathrooms,sqft_lot,grade,sqft_living15,sqft_lot15
-122.116,47.3732,205000,3,1,8342,7,1190,6660
-122.338,47.5051,152275,1,1,6871,6,1260,6933
-122.285,47.7026,586000,4,2.25,8338,8,2280,7616
-122.024,47.7094,779950,2,2.5,7625,9,2310,7395
-122.044,47.6204,557000,4,1.75,11315,8,1980,11315
-122.296,47.5818,610000,4,2.25,7200,8,1940,6000
-122.318,47.72,405000,3,1.5,7683,7,1550,7271
-122.192,47.4379,320000,4,2.25,7490,8,2310,8480
-122.27,47.5524,356000,3,1,3863,6,1080,5150
-122.319,47.6771,794500,5,3,4120,7,1280,3090
-122.152,47.4815,349000,3,1.75,9620,7,2980,9398
-122.006,47.4734,549000,4,2.25,88426,7,2740,62726
-122.224,47.2819,193000,3,1,10761,6,960,10761
-122.093,47.6208,700000,3,1.5,7227,9,3150,16150
-121.87,47.5363,523000,3,2.5,6182,8,2420,5829
-122.295,47.7757,565000,5,3.25,20790,7,1920,9612
-121.881,47.5328,500000,4,2.5,5027,7,2760,5500
-122.349,47.641,1450000,4,3.25,4103,9,2560,4160
-122.003,47.4574,710000,6,3.5,68825,9,2410,68825
-122.189,47.457,333000,4,2,9001,8,1340,11050
-122.279,47.6724,580000,3,1.75,6874,7,2220,5912
-122.273,47.4531,289950,4,1.75,8400,7,1780,9913
-122.394,47.64,375000,2,1,4618,5,1810,4988
-122.057,47.6082,505000,2,3,10800,8,2140,10800
-122.235,47.5058,324950,3,1.75,6720,7,2380,7260
-122.124,47.6887,490000,4,2.25,10275,7,1560,10275
-122.401,47.6493,630000,4,2,6000,7,1340,6000
-122.193,47.5241,595000,3,2.75,22649,8,2750,6119
-122.397,47.6515,872500,4,2,6000,9,1770,6000
-122.379,47.5577,490000,2,1,5250,7,1760,5400
-122.111,47.5423,1900000,4,3.25,27755,11,4730,22326
-122.193,47.5135,310000,2,1,8102,7,1770,7291
-122.198,47.4657,450000,3,1,92721,6,1860,8096
-122.053,47.6276,539000,3,1.5,12000,9,2580,12224
-122.048,47.6892,888550,3,2.5,38322,10,3540,35926
-122.157,47.4267,269950,3,2.5,8720,7,1720,7551
-121.888,47.5308,142000,0,0,20875,1,1620,22850
-122.228,47.721,300000,3,1.75,9761,7,1490,9600
-122.157,47.611,780000,2,3.25,24004,10,4270,24506
-122.055,47.5234,545000,3,2.5,20369,8,2720,12927
-122.16,47.3596,278000,3,2.25,9804,7,2120,7200
-122.203,47.7151,342000,3,2.25,2845,7,1220,2140
-122.057,47.3615,190000,4,1.75,9861,7,1720,7967
-122.355,47.6529,387000,2,1.5,948,8,1330,1318
-122.159,47.452,279950,3,2.25,7480,7,1870,7480
-122.216,47.407,550000,6,4.5,40164,9,2870,13068
-121.91,47.7416,439000,3,2,251341,8,1780,108900
-122.027,47.5107,774888,3,2.25,23507,8,2540,22257
-122.323,47.3436,480000,5,2.5,9500,8,2720,10000
-122.348,47.6893,835000,4,2,6960,8,1360,3300
-122.363,47.6364,1500000,5,3.5,5400,9,1360,3600
-122.368,47.6876,771000,4,2,3760,7,1620,3760
-122.412,47.6471,1230000,4,2.25,5800,9,3100,5800
-122.142,47.624,600000,4,2.5,7290,8,2110,8436
-122.171,47.4607,305000,3,1,7424,7,1710,7772
-122.213,47.626,1390000,5,1.75,11340,8,2780,13204
-122.278,47.4459,216500,3,1,11652,6,1690,11652
-122.384,47.5618,370000,3,2.5,1219,7,1070,1254
-122.365,47.7753,492650,4,1.75,9786,8,2310,8787
-122.229,47.7203,431200,5,1.75,10609,7,1490,9935
-122.186,47.3748,277500,4,2,12048,7,1960,7650
-122.289,47.3712,278000,5,1.5,8712,7,1820,8712
-122.172,47.7417,351000,4,1,8400,6,1310,8240
-122.2,47.7059,850000,4,3.5,7089,10,2640,8896
-122.365,47.6369,885000,2,2,3600,8,1080,3600
-122.072,47.2241,399950,3,2,87120,8,2780,183161
-122.248,47.4883,185000,3,1.75,9262,7,1090,9262
-122.234,47.4994,440000,5,3,6000,8,2590,6000
-122.19,47.5684,2400000,4,3.25,19798,10,3940,18975
-122.208,47.41,299000,3,2.25,9961,8,1870,10251
-122.275,47.3707,299500,3,1.75,34500,8,2090,9735
-122.325,47.7565,420000,3,1.5,7506,7,2180,7653
-122.284,47.3885,234000,4,1,18000,7,1390,18000
-122.339,47.6928,540000,2,1.75,4800,7,2050,5592
-122.047,47.7545,649950,4,2.5,63162,8,2370,63162
-122.306,47.7336,330000,3,1,7912,7,1190,7482
-122.022,47.6944,840000,4,3.25,5960,9,3390,6856
-122.184,47.396,370000,3,2.5,6922,8,2090,7697
-122.178,47.5383,410000,3,1.5,7700,7,1430,7700
-122.325,47.7143,257000,2,1,7200,7,1320,7139
-122.286,47.5346,350000,3,1,6710,7,1810,5600
-122.39,47.77,380000,2,1,7560,6,1120,7200
-122.099,47.7422,344000,3,1,12402,6,1400,13600
-122.393,47.6772,488000,3,2.5,2550,7,1260,5100
-122.392,47.6862,465000,3,1,3880,7,1220,3880
-122.249,47.5071,229500,2,1.75,6625,7,1680,6000
-122.362,47.5082,445000,5,3,11250,8,1510,9950
-122.227,47.3846,246000,4,1.5,7110,6,1540,7110
-122.267,47.7646,545000,5,2.5,17240,7,2250,13200
-122.201,47.5222,518000,4,2.5,5672,8,2190,6788
-122.179,47.5295,565000,4,2.5,10016,8,2620,10016
-122.189,47.4802,445000,4,2.5,8558,7,2760,7703
-122.208,47.6255,968000,5,2.5,9799,8,2810,9687
-122.27,47.6823,725000,3,2,6324,7,1850,6440
-122.164,47.454,315500,3,1.75,8400,7,1750,8400
-122.171,47.7206,487585,4,1.75,9211,7,1840,8500
-122.329,47.4631,246500,2,1,6000,7,1890,8547
-122.401,47.6528,819000,3,1.75,6000,8,1540,6000
-122.021,47.3531,349900,5,2.5,4229,7,2070,4879
-122.378,47.5117,267000,3,1,4700,6,1020,5700
-122.249,47.7401,480000,3,2.25,15000,7,1930,13600
-122.297,47.6135,525000,2,1,3360,7,1330,3360
-122.006,47.5706,578000,4,2.5,5415,8,2120,5331
-122.341,47.6908,345000,3,2.5,1547,8,1380,1465
-122.397,47.5694,499000,3,1,6250,7,2000,6250
-122.125,47.634,425000,3,1.5,9680,7,1460,10050
-122.218,47.2595,268000,4,3,7510,8,1650,7957
-121.765,47.4431,240000,3,1,12566,7,1600,10650
-122.363,47.2978,147000,3,1.5,9606,7,1600,9619
-122.166,47.6859,500000,4,2,7806,6,1560,9920
-122.369,47.6366,1010000,4,2.75,5400,8,1970,2008
-122.092,47.7253,991500,4,3,26895,11,3820,24751
-122.393,47.6819,510000,5,2,3838,7,1660,4040
-122.219,47.6377,1980000,4,4,12081,10,2180,10800
-121.999,47.5524,484998,4,2.5,1870,8,1540,1619
-122.112,47.5422,1280000,4,3.5,17398,11,5080,24913
-122.312,47.3819,210000,3,1.75,7617,7,1490,7450
-122.135,47.5893,450000,2,1,10720,7,1420,10750
-122.205,47.6226,875000,4,1.75,8286,7,1680,7630
-122.173,47.5398,529950,4,2.75,7500,8,2020,8137
-122.298,47.6067,415000,3,1.75,4000,7,1280,3500
-122.258,47.7605,590000,4,2,12970,7,2500,10680
-122.253,47.739,379950,3,1.5,9144,7,1840,10600
-122.284,47.5659,385000,1,1,3570,6,1520,4080
-122.363,47.7266,588000,3,1.75,7620,8,2200,7672
-122.323,47.5512,252500,2,1,2191,6,940,5000
-122.175,47.6897,530000,3,3.5,3174,9,2320,3187
-122.092,47.7592,385000,2,1.5,159865,7,1370,16217
-122.166,47.7214,419000,3,2.25,7650,7,1980,7200
-122.277,47.5307,175000,2,1,5508,6,1280,5304
-122.284,47.6894,515000,2,1,5664,7,1380,5664
-122.31,47.6745,945000,4,2.5,4680,9,1960,4120
-122.166,47.4375,359900,5,2.25,7420,7,1660,7526
-122.166,47.509,419950,4,2.5,5164,8,2260,5866
-122.388,47.6368,460000,3,1.75,4000,7,1750,4000
-122.352,47.2843,255000,3,2.25,7151,7,1710,6827
-122.177,47.5683,481000,4,1.75,9500,7,1820,10091
-122.177,47.5683,719521,4,1.75,9500,7,1820,10091
-122.131,47.5911,1080000,3,3,43560,10,3540,12288
-122.228,47.4915,334000,4,2.5,6080,8,2210,6175
-122.282,47.6709,675000,4,2.75,3200,8,1970,4687
-122.38,47.5324,556000,3,1.75,7437,7,1640,7436
-122.369,47.6318,900000,4,2,7200,8,2490,4200
-122.393,47.684,400000,3,1,4084,7,1280,4080
-122.37,47.6847,724950,4,1.75,4340,8,1630,4360
-122.183,47.394,321000,4,2.25,4500,8,2010,5050
-122.411,47.6474,1360000,4,3.5,5800,10,3100,5800
-122.281,47.4683,171000,4,2,19672,6,1810,7840
-122.038,47.6582,1360000,4,3,108900,10,3170,107076
-121.913,47.6892,323000,3,1.75,15037,7,1760,15181
-122.069,47.2703,491500,4,1.75,125452,9,3000,125017
-122.088,47.3423,226000,4,1.5,10890,7,1250,10139
-122.29,47.6643,580000,6,1.75,4000,7,1720,4000
-122.194,47.6443,640000,4,2.5,11259,9,2820,11770
-122.401,47.6385,619790,3,1.75,5097,7,1630,5097
-122.263,47.4694,383962,4,2.5,6998,8,2350,10550
-122.299,47.5926,373000,3,2,2445,7,1400,3200
-122.13,47.6642,541338,3,2.5,8123,8,1760,6170
-122.34,47.7356,254922,2,1,8160,6,1310,8160
-122.393,47.6897,575000,3,2.25,5000,7,1630,5000
-122.119,47.612,650000,4,3,15535,7,2330,10217
-122.213,47.4475,269950,3,1.5,9547,7,1780,9936
-122.33,47.5099,270950,2,1,6250,6,1280,7100
-122.247,47.7461,495000,3,2.75,14861,9,2230,10300
-122.396,47.6498,794154,4,2,8556,8,2190,7975
-122.325,47.3347,340768,3,1.5,11200,8,2110,12070
-122.307,47.7047,375000,2,1,5413,7,1280,6380
-122.08,47.5854,820000,4,2.5,7000,10,3680,7437
-122.284,47.6647,555000,2,2.25,954,8,1160,1327
-122.347,47.697,312500,2,1.5,1200,7,1070,1200
-122.3,47.6288,450000,2,1,4560,7,2040,4560
-122.026,47.5577,739000,3,2.75,6667,9,3340,6667
-122.295,47.7364,320000,3,2,1716,7,1420,8150
-122.346,47.4789,235000,3,1,13000,6,1460,8400
-122.358,47.5128,275500,4,1,5000,7,1440,2500
-122.031,47.7133,564000,2,2,4500,8,1640,4500
-122.287,47.4514,263000,4,1.75,8700,6,1240,8700
-122.166,47.3388,257000,3,1.75,18000,7,1950,31294
-122.103,47.3045,725000,4,2.5,218506,10,2540,39413
-122.228,47.4798,300000,3,2.25,7560,7,2040,6949
-122.252,47.3165,328000,3,2,7904,8,2460,8622
-122.344,47.3281,187500,3,1,8400,6,1030,8640
-122.386,47.679,400000,3,1,5100,7,1540,5100
-122.383,47.5345,515000,3,1.5,5100,7,1440,5100
-122.387,47.5036,1410000,2,2,18525,9,2480,21503
-122.198,47.4243,235000,3,1,8400,7,1460,9600
-122.015,47.6898,669000,4,2.5,4945,8,2510,4988
-121.829,47.526,282000,3,1,13503,6,1450,13503
-122.382,47.6808,663000,3,2,3876,7,1660,3774
-122.334,47.4114,279900,3,3.25,5000,9,1800,7500
-122.314,47.7501,335000,3,2,7200,7,1410,7434
-122.309,47.7557,689000,4,2.75,10000,9,1620,10089
-122.027,47.7558,413100,3,2.25,231303,7,2090,93654
-121.868,47.5342,506950,3,2.5,4931,8,1890,4229
-122.3,47.62,500000,3,2.5,1171,8,1480,1231
-122.011,47.3545,540000,5,3,9775,8,2800,8582
-122.295,47.6156,812000,3,2.5,4559,9,1500,4500
-122.065,47.6239,1200000,4,3.25,19842,11,4320,19500
-122.113,47.3065,370000,3,2.25,35306,9,2760,35285
-122.326,47.4594,338000,3,2,23512,6,1630,19613
-122.332,47.4835,185000,4,1,6600,7,1280,6600
-122.129,47.5974,450000,3,1,35415,7,2460,11781
-122.289,47.6855,451000,2,1,6000,7,1460,4800
-122.052,47.6399,785000,4,2.5,24527,11,3280,24527
-122.389,47.5577,850000,5,3,5250,8,1950,5700
-122.315,47.3514,235000,3,1,18000,7,1240,18000
-122.284,47.7336,1150000,3,1.75,6788,7,1630,7588
-122.067,47.5342,377500,3,2.25,1377,7,1445,1370
-122.216,47.7127,825500,3,2.5,11964,9,1760,9640
-122.392,47.6785,1060000,5,3.25,3825,9,1480,5100
-122.19,47.5491,880000,5,3.5,8764,10,3210,9431
-122.024,47.7188,413800,3,2,4421,8,1440,4157
-122.334,47.6491,504200,2,1.5,1687,8,1240,1296
-122.178,47.3682,421500,4,3,5703,9,2793,5704
-122.122,47.7043,855169,4,2.5,5050,8,2810,4998
-122.36,47.5655,380000,3,2,3218,7,1170,5000
-122.354,47.6536,580000,3,2.25,1026,8,1570,1283
-121.984,47.7447,377000,3,2.5,5333,8,2100,3730
-122.209,47.3452,329900,4,2.75,4000,7,2475,4000
-122.403,47.6651,921800,4,2.5,7024,10,2950,6339
-122.402,47.5818,529500,3,2.25,905,9,1510,1352
-122.061,47.3551,363990,4,2.5,3712,8,2530,4315
-122.023,47.6237,834950,5,2.75,6500,9,3180,7624
-121.917,47.6907,399000,3,2,31550,8,1860,18452
-122.197,47.3714,338900,3,2.25,9495,8,1410,12770
-122.03,47.3473,419950,3,2.5,6000,9,2670,6000
-122.265,47.773,493000,4,2.5,4270,8,2070,4610
-122.23,47.7473,650000,4,2.5,4500,9,3050,5047
-121.774,47.4832,456000,3,2.5,5205,8,2250,5462
-122.026,47.54,425000,3,2.25,997,8,1620,1068
-122.353,47.7236,348000,3,2.5,2478,8,1270,1156
-122.125,47.7049,1040000,5,4,7232,9,3570,6054
-122.349,47.5342,299000,2,2.5,1262,8,1060,1524
-122.2,47.5991,1260000,4,3.75,9170,9,1810,8470
-121.364,47.7074,155000,3,1,6098,7,1300,6849
-122.216,47.3363,319500,4,2.5,4962,8,2150,3802
-122.189,47.4496,274000,3,2.5,2517,8,1610,2762
-122.154,47.4911,429000,5,2.5,4500,7,2190,4500
-122.347,47.5171,267800,3,1.75,1899,8,1410,1811
-122.346,47.4973,369950,3,2.5,8254,7,1540,8849
-122.197,47.3651,480000,6,5,18055,7,1400,34575
-122.206,47.4482,440000,4,3.5,4869,8,2850,4500
-122.073,47.5297,839704,4,3.25,4161,10,2790,3693
-122.38,47.6712,535000,3,3.25,1276,8,1430,1243
-122.346,47.7003,290000,2,1.5,1275,8,980,1415
-122.332,47.7107,370000,3,2.5,1793,8,1650,1863
-122.345,47.6828,405000,3,2,651,7,1440,1501
-121.771,47.484,499431,4,2.75,6019,8,2790,6716
-122.276,47.5186,275000,4,2.5,3868,7,2330,3868
-122.367,47.6983,320000,3,2.25,844,7,998,1110
-121.869,47.5208,425000,4,2.5,4427,7,2070,4556
-122.323,47.6262,1450000,4,3.5,2199,10,1990,1378
-121.976,47.1952,340000,3,2,5688,9,2384,4802
-122.357,47.5212,299900,3,2.5,2046,9,1070,651
-122.208,47.7338,865950,5,3.5,12039,9,4590,10079
-122.241,47.718,720000,4,2.5,17038,9,2520,14190
-122.225,47.5009,460000,4,3.5,3225,9,1770,6450
-122.067,47.5341,375000,3,2.5,2042,8,1445,1370
-122.308,47.6032,386180,2,1.5,1829,7,1470,1829
-121.977,47.1942,280000,3,2.75,5639,7,2380,5331
-122.277,47.3058,359000,4,2.5,4725,8,2575,5323
-121.86,47.5337,785000,5,3.25,11995,10,3320,11241
-122.288,47.5703,425000,3,2.25,1230,8,1400,1230
-122.137,47.4939,575000,5,2.5,7200,8,2590,7200
-121.946,47.2683,465000,3,2.5,144619,8,2010,48787
-122.192,47.6235,1850000,4,3.25,10335,10,1840,10333
-122.361,47.4585,720000,4,3.25,10801,9,2010,11656
-122.296,47.5701,390000,5,3.75,5000,7,1930,5117
-122.251,47.7159,2210000,3,2.5,10177,10,3110,12339
-122.408,47.6482,1050000,4,3.5,3979,9,3350,4165
-122.117,47.5441,915000,6,3.75,14980,9,3210,10787
-122.356,47.6536,562000,2,2.25,1314,8,1300,1312
-122.299,47.6004,349000,2,1.75,1208,7,1250,1656
-122.164,47.3737,375000,4,2.5,7800,8,2310,7140
-122.392,47.6714,479950,2,2.25,1336,8,1280,1295
-122.357,47.2822,319000,4,2.5,5100,7,2300,5685
-122.353,47.7236,325000,3,1.5,1067,8,1090,1118
-121.773,47.4834,505657,4,2.75,8092,8,2790,6154
-122.019,47.3662,340000,4,2.5,4142,7,2150,4140
-122.256,47.2589,250000,3,2.5,6351,7,1398,6092
-122.275,47.3515,349500,4,2.5,4596,8,2040,4705
-122.279,47.5351,290750,3,2.5,865,7,1630,7752
-122.028,47.5394,715000,5,3.25,2356,8,2160,2108
-122.289,47.7214,689950,4,2.75,8433,8,1890,7772
-122.388,47.6788,425000,2,2.5,1263,8,1510,1260
-122.384,47.6741,657000,2,3,1281,8,1570,2500
-122.018,47.3537,359950,4,3.5,5564,7,2210,4046
-122.21,47.345,319900,4,2.75,4276,7,2475,4000
-122.29,47.566,532000,3,3.75,2050,9,2130,3082
-122.349,47.6974,291000,2,1,863,8,1110,1190
-122.309,47.62,675000,3,3.25,1330,8,1720,1520
-122.388,47.5482,885000,3,2.25,6500,9,1680,6500
-122.196,47.5918,1450000,5,3.5,9090,10,1930,13635
-122.062,47.6214,780000,6,4.25,10000,8,2100,10000
-122.179,47.6948,839950,4,2.75,7200,9,3010,7203
-122.027,47.5401,645000,3,2.5,1984,8,2150,1984
-122.215,47.3451,263000,3,2.5,3200,7,1584,2800
-122.34,47.6968,345000,2,2.25,1290,8,1360,1251
-122.126,47.4795,505000,4,2.5,5006,8,2750,5471
-122.301,47.6765,522500,2,2.25,1210,8,1430,1016
-122.204,47.4517,400000,3,2.5,4788,8,2439,5477
-122.334,47.6488,543000,3,2.25,949,8,1310,1140
-122.172,47.5074,495000,4,2.5,12075,8,2240,12075
-122.122,47.4776,549995,4,3.5,6587,8,2970,5690
-122.2,47.362,327555,3,2.5,5720,8,2197,5720
-121.88,47.5446,690000,5,3.25,9075,8,2770,6646
-122.392,47.5674,673000,4,2.25,2875,9,1290,5750
-122.18,47.341,384435,3,2.5,3906,9,2029,3920
-122.106,47.7079,780000,4,2.75,6500,9,3070,6802
-122.339,47.6497,1380000,5,3.75,5042,9,1780,3990
-122.111,47.7048,950968,5,3.5,5081,8,2970,5753
-122.073,47.5322,334950,2,2.25,750,7,1240,750
-122.373,47.6727,489000,3,3.5,1249,8,1440,1850
-122.234,47.7338,600000,3,3,8345,10,1940,9600
-122.363,47.555,282000,3,2.25,915,8,1260,1056
-122.387,47.3029,442000,4,4,8485,10,4362,8100
-122.039,47.3845,220000,2,1.5,2850,7,1030,3000
-122.206,47.4372,489000,3,2.5,5598,8,3080,5303
-122.162,47.386,250000,3,1.5,4339,7,1443,4341
-121.773,47.4831,484259,4,2.75,5000,8,2620,5527
-122.37,47.7258,1680000,3,2.5,16972,11,3740,16972
-121.841,47.5337,450000,3,2.5,4357,8,1800,3663
-122.297,47.6175,299000,2,1.5,1276,7,1540,1484
-122.266,47.7733,450000,3,2.5,4557,8,2070,4610
-122.014,47.5444,585000,4,3,1286,9,2000,1286
-122.348,47.6585,660000,3,2.25,1680,8,1290,1870
-122.381,47.5506,301500,2,1.5,1333,7,1120,4822
-122.055,47.5872,949950,4,3.75,8258,10,3730,8332
-121.993,47.5405,759990,4,2.5,5760,9,2580,3600
-122.275,47.3522,355000,4,2.75,4000,8,2050,4000
-122.178,47.6948,889950,4,2.75,7242,9,3010,7205
-122.027,47.5405,629800,3,2.5,1984,8,2150,1984
-122.208,47.5187,745000,4,2.5,5100,9,1580,5100
-122.298,47.5959,379900,2,1.5,1331,7,1250,1431
-122.369,47.5664,335000,3,2.5,1139,8,1400,1348
-121.86,47.5382,809000,5,4.5,6324,9,4420,6790
-121.869,47.515,569950,4,2.5,5899,8,2720,5899
-121.877,47.5413,723000,4,3.5,9263,10,3690,10417
-122.2,47.3582,282000,4,2.5,2552,8,1691,2700
-122.299,47.5635,569900,5,3.25,3873,8,1720,3071
-122.347,47.4842,385000,4,2,9716,7,1180,13500
-122.026,47.5405,420000,3,2.25,1075,8,1620,1237
-122.323,47.626,2250000,3,3.25,3452,12,2860,2199
-122.267,47.6762,1210000,4,3.5,5335,9,2100,6250
-122.211,47.3532,292000,4,3,4460,7,2095,3402
-122.319,47.6636,645000,3,2.25,1023,8,1720,1960
-122.026,47.5394,304500,4,2,942,7,1390,942
-121.965,47.7327,489500,4,3.5,5707,8,2430,5899
-122.065,47.65,1580000,4,4,11063,11,4560,11063
-122.313,47.6911,390000,2,1,1992,7,1130,1992
-122.011,47.5439,815000,4,3.5,4006,8,2050,4000
-122.192,47.547,719000,3,3.5,10578,9,3240,9831
-122.266,47.2911,331210,4,2.5,4800,8,2240,5040
-122.331,47.7111,245000,3,1.5,1270,7,1260,1472
-121.966,47.7329,465000,5,4,7200,8,2750,7200
-122.355,47.6681,580000,3,2.5,1171,8,1620,1505
-122.386,47.5903,540000,3,2,1972,8,1500,1908
-122.342,47.6904,399000,3,2.5,1250,7,1360,1269
-122.041,47.3494,328000,4,2.5,5388,8,2140,5086
-121.885,47.5167,701000,4,2.5,5314,10,3220,5500
-122.042,47.3483,408000,3,2.75,4800,8,2340,5000
-122.216,47.6326,2640000,5,4.25,16200,11,3340,16200
-122.314,47.5857,445000,3,2.5,930,8,1550,1301
-121.879,47.5426,672500,4,2.5,6651,9,2730,6179
-122.149,47.4949,538000,3,2.5,7014,8,3030,6180
-122.386,47.3008,450000,5,3.5,9497,10,3510,9497
-122.369,47.5458,362500,3,2.5,2700,8,1380,1200
-122.341,47.6961,414950,3,2.5,1551,8,1570,1705
-122.335,47.73,679950,3,2.5,3939,8,2230,4200
-122.37,47.3227,290000,4,2.5,7292,8,2495,7489
-122.357,47.5225,230000,3,2,1174,7,1160,994
-122.019,47.709,439950,2,2,4666,8,1510,4595
-122.295,47.2824,349900,4,2.5,3723,8,2052,5250
-122.378,47.5168,550000,5,2.5,9272,8,1150,8460
-122.399,47.5632,1050000,4,4.25,5750,9,2550,5750
-122.362,47.6461,655000,2,2.25,1851,9,1800,4269
-122.388,47.5638,385000,3,3.5,1540,8,1370,915
-122.291,47.5687,729999,6,4.5,6110,9,1360,5800
-122.346,47.6533,523950,3,2.25,1282,8,1530,1280
-122.386,47.5874,369000,2,2.5,895,8,980,899
-122.093,47.564,509900,3,2.5,2700,8,1890,3078
-122.052,47.3338,282000,3,2.5,5399,7,2280,5141
-122.018,47.3696,387865,3,2.5,4200,8,2370,4200
-122.255,47.4899,385000,4,2.5,6238,8,2560,6240
-122.004,47.5941,536000,3,2.5,6224,7,2260,5450
-122.388,47.5421,395000,2,2.25,1493,8,1250,1202
-122.171,47.4947,545000,4,2.75,6717,10,2740,7923
-121.874,47.5344,715000,4,2.5,7035,9,3020,6771
-121.997,47.5538,348000,3,2.5,2255,7,1440,2040
-122.305,47.6047,455000,3,1.75,1014,9,1380,1495
-121.884,47.5156,575000,4,2.75,7644,10,2980,6050
-122.341,47.6935,449950,3,2.25,1270,7,1230,1454
-122.371,47.5455,364000,3,2.5,2790,8,1580,2036
-122.123,47.7049,932990,4,2.5,6389,9,3570,6303
-122.087,47.665,710000,3,2.5,4153,9,2030,4143
-122.056,47.6173,949990,4,4,7314,9,3560,5258
-122.017,47.3706,326989,3,2.5,4200,8,2370,4200
-122.196,47.2584,335606,3,2.5,4600,8,2570,4800
-122.206,47.699,1530000,5,4.5,8076,11,4100,10631
-122.282,47.5328,299950,3,2.5,3150,7,1390,1725
-122.146,47.5059,962000,4,2.75,5700,11,3340,6940
-122.011,47.5449,395825,2,2.5,1679,8,1590,1680
-122.062,47.3547,419354,5,2.75,4500,8,2710,4626
-122.232,47.7064,920000,4,2.75,7258,10,2990,13600
-122.067,47.5339,366000,3,2.25,1028,7,1445,1377
-121.873,47.515,480000,4,2.5,5000,7,2430,5441
-122.388,47.5639,388000,3,3.25,915,8,1370,1146
-122.209,47.6364,2320000,4,3.5,9520,11,2430,9248
-122.301,47.6179,730000,3,2.5,1290,9,1710,1525
-122.073,47.5401,950000,5,3.75,6000,10,4420,5797
-122.368,47.5434,358990,3,3.25,2171,7,1380,1300
-122.34,47.5019,398651,4,2.5,4120,8,2030,3768
-122.194,47.5055,530000,4,2.5,7891,9,1400,7891
-122.169,47.5137,610360,4,2.5,5562,9,2720,7400
-122.342,47.6965,436110,3,2.5,1235,8,1680,1203
-122.059,47.6036,925000,4,2.75,8014,10,3670,8279
-122.35,47.4729,449950,4,2.5,5244,9,1400,5250
-122.153,47.679,760000,4,2.5,7399,9,2640,8601
-122.188,47.4293,293000,3,2.25,3481,8,1714,3177
-122.019,47.7112,695000,2,2.5,7665,8,2300,7100
-122.21,47.3517,285000,3,2.5,5136,7,2437,4614
-122.014,47.5959,1260000,5,4,12042,10,1800,6052
-122.371,47.5442,379900,3,2.5,2791,8,1580,2617
-121.957,47.7265,472000,5,2.5,7412,8,2890,8056
-122.166,47.3986,300000,4,2.5,5195,7,2090,5236
-122.28,47.3059,272000,4,2.5,3960,7,2547,3960
-122.192,47.2599,418395,4,2.5,5893,9,2680,4950
-121.869,47.5191,465000,5,2.5,6405,7,2190,5900
-122.131,47.4827,659950,4,2.75,9400,9,3550,9421
-122.387,47.5402,484950,3,2.25,926,8,1640,1321
-122.195,47.5179,359000,3,2.25,1968,7,1950,1968
-122.149,47.4944,519000,4,2.5,4500,8,3030,4518
-122.2,47.664,1710000,5,4.5,14685,10,3030,9486
-122.147,47.4897,535000,4,2.75,7201,9,2880,8364
-121.881,47.5457,622950,4,3.25,7644,8,3400,6908
-122.142,47.4821,515000,3,2.5,5845,8,2810,5000
-122.162,47.3993,330000,4,3.5,6202,7,2950,5940
-122.353,47.7235,318000,3,1.5,983,8,1240,1026
-122.181,47.745,439000,3,2.5,2801,7,1920,2723
-122.387,47.5132,540000,3,2.5,5279,8,1610,5297
-122.134,47.5311,1080000,4,3.25,12727,10,4750,13602
-122.023,47.3785,435000,4,2.5,4699,9,2450,5130
-121.982,47.5406,2700000,4,4,89651,12,6210,95832
-122.133,47.6959,1100000,4,2.75,5625,10,3590,5625
-122.026,47.54,293467,4,2,942,7,1390,942
-122.2,47.2581,328000,3,2.5,4800,8,2009,4800
-122.067,47.5338,550000,3,3.5,3582,8,1445,1590
-122.372,47.6692,649000,3,2,1442,9,1620,1456
-122.154,47.5048,435000,4,2.5,3143,7,2640,3200
-122.365,47.5595,625000,3,2.5,4800,10,1180,5480
-122.317,47.6987,415000,3,1.5,1483,8,1270,1413
-122.232,47.761,400000,3,2.25,4706,7,1490,4667
-122.385,47.6797,979000,3,2.5,4047,10,2040,5000
-122.039,47.685,625250,4,2.5,4831,7,2510,4831
-122.046,47.5377,665000,4,3.5,3474,8,2330,3474
-122.383,47.5644,589500,3,3.25,3075,8,2310,3075
-122.39,47.5224,437000,2,3,1452,8,1460,1452
-122.145,47.5022,320000,3,1,9000,7,1440,8400
-122.204,47.3803,333500,3,2.5,7475,8,1860,6755
-122.297,47.5633,430000,3,2.25,2750,8,1720,1546
-122.165,47.7325,995500,5,4.5,8465,10,2990,11067
-121.773,47.4831,427874,3,3,5002,8,2790,5375
-122.341,47.5014,334990,4,2.5,4228,8,2220,4157
-122.072,47.5397,909500,4,4,5940,10,4510,5797
-122.053,47.3338,210000,3,2,4961,7,2280,5000
-122.115,47.7076,952990,4,2.75,6558,9,3140,5617
-122.358,47.6536,622500,2,1.75,851,8,1300,1338
-122.371,47.6697,515000,3,3.5,1419,8,1560,1977
-122.04,47.3122,350000,3,2.5,13590,8,1850,12485
-122.299,47.5924,310000,1,1.5,912,7,1380,3200
-121.861,47.5394,700000,4,3.5,5099,9,4290,5537
-122.071,47.5756,907687,4,2.5,6786,9,3560,5886
-122.018,47.7094,741500,2,2.5,5760,8,1640,4680
-121.976,47.7329,395000,3,2.5,5088,8,2130,5762
